Title,Year,First Author,Author Count,Citation Count,Bibcode
Spatial and Temporal Analysis of 3 minute Oscillations in the Chromosphere Associated with the X2.2 Solar Flare on 2011 February 15,2020,"Farris, Laurel",2,3,2020ApJ...903...19F
Giant Planet Formation Models with a Self-consistent Treatment of the Heavy Elements,2020,"Valletta, Claudio",2,38,2020ApJ...900..133V
"Erratum: ""On the Determination of Rotation Velocity and Dynamical Mass of Galaxies Based on Integrated H I Spectra"" (2020, ApJ, 898, 102)",2020,"Yu, Niankun",3,0,2020ApJ...902...88Y
Gravitational Waves from Neutrino Emission Asymmetries in Core-collapse Supernovae,2020,"Vartanyan, David",2,59,2020ApJ...901..108V
Near-infrared Opacity of Late M Dwarfs and Hot Jupiters: The E<SUP>3</SUP>Π-X<SUP>3</SUP>Δ Transition of TiO,2020,"Bernath, Peter",2,3,2020ApJ...904...24B
Possible Time Correlation between Jet Ejection and Mass Accretion for RW Aur A,2020,"Takami, Michihiro",20,13,2020ApJ...901...24T
Determination of the Local Hubble Constant from Virgo Infall Using TRGB Distances,2020,"Kim, Yoo Jung",4,39,2020ApJ...905..104K
Extended Radio AGN at z ∼ 1 in the ORELSE Survey: The Confining Effect of Dense Environments,2020,"Shen, Lu",19,6,2020ApJ...902..101S
Galaxy and Mass Assembly (GAMA): A WISE Study of the Activity of Emission-line Systems in G23,2020,"Yao, H. F. M.",15,13,2020ApJ...903...91Y
On the Detection Potential of Blazar Flares for Current Neutrino Telescopes,2020,"Kreter, M.",8,13,2020ApJ...902..133K
Why Interstellar Ice Dust Grains Should Be Elongated,2020,"Bellan, P. M.",1,7,2020ApJ...905...96B
The Subaru HSC Galaxy Clustering with Photometric Redshift. I. Dark Halo Masses versus Baryonic Properties of Galaxies at 0.3 ≤ z ≤ 1.4,2020,"Ishikawa, Shogo",11,24,2020ApJ...904..128I
Imagery and UV Spectroscopy of the LMC Supernova Remnant N103B Using HST,2020,"Blair, William P.",9,6,2020ApJ...902..153B
The μ Tau Association: A 60 Myr Old Coeval Group at 150 pc from the Sun,2020,"Gagné, Jonathan",6,36,2020ApJ...903...96G
Internetwork Magnetic Fields Seen in Fe I 1564.8 nm Full-disk Images,2020,"Hanaoka, Yoichiro",2,2,2020ApJ...904...63H
Detecting and Characterizing Young Quasars. I. Systemic Redshifts and Proximity Zone Measurements,2020,"Eilers, Anna-Christina",15,90,2020ApJ...900...37E
Magnetohydrodynamic Simulation of Magnetic Null-point Reconnections and Coronal Dimmings during the X2.1 Flare in NOAA AR 11283,2020,"Prasad, Avijeet",7,34,2020ApJ...903..129P
The Timing Behavior of the Central Compact Object Pulsar 1E 1207.4-5209,2020,"Gotthelf, E. V.",2,8,2020ApJ...900..159G
3HWC: The Third HAWC Catalog of Very-high-energy Gamma-Ray Sources,2020,"Albert, A.",107,163,2020ApJ...905...76A
The Sloan Digital Sky Survey Reverberation Mapping Project: Estimating Masses of Black Holes in Quasars with Single-epoch Spectroscopy,2020,"Dalla Bontà, Elena",22,106,2020ApJ...903..112D
On the Energy Sources of the Most Luminous Supernova ASASSN-15lh,2020,"Li, Long",4,8,2020ApJ...900..121L
Nucleosynthesis of an 11.8 M<SUB>⊙</SUB> Supernova with 3D Simulation of the Inner Ejecta: Overall Yields and Implications for Short-lived Radionuclides in the Early Solar System,2020,"Sieverding, A.",3,30,2020ApJ...904..163S
Evidence for and Analysis of Multiple Hidden Coronal Strands in Cross-sectional Emission Profiles: Further Results from NASA's High-resolution Solar Coronal Imager,2020,"Williams, Thomas",4,15,2020ApJ...902...90W
Eruptive-Impulsive Homologous M-class Flares Associated with Double-decker Flux Rope Configuration in Minisigmoid of NOAA 12673,2020,"Mitra, Prabir K.",6,20,2020ApJ...900...23M
Examining the Relationship Between Convective Core Overshoot and Stellar Properties Using Asteroseismology,2020,"Viani, Lucas S.",2,19,2020ApJ...904...22V
A Generalized Fisk-type HMF: Implications of Spatially Dependent Photospheric Differential Rotation,2020,"Steyn, P. J.",2,5,2020ApJ...902...33S
Evolution of C IV Absorbers. I. The Cosmic Incidence,2020,"Hasan, Farhanul",10,25,2020ApJ...904...44H
Reaffirming the Cosmic Acceleration without Supernovae and the Cosmic Microwave Background,2020,"Luo, Xiaolin",4,15,2020ApJ...905...53L
X-Ray Spectroscopy in the Microcalorimeter Era. I. Effects of Fe XXIV Resonant Auger Destruction on Fe XXV Kα Spectra,2020,"Chakraborty, P.",5,16,2020ApJ...901...68C
Elemental Abundances in M31: Properties of the Inner Stellar Halo,2020,"Escala, Ivanna",6,16,2020ApJ...902...51E
"Standing on the Shoulders of Giants: New Mass and Distance Estimates for Betelgeuse through Combined Evolutionary, Asteroseismic, and Hydrodynamic Simulations with MESA",2020,"Joyce, Meridith",6,68,2020ApJ...902...63J
First Results from SMAUG: Uncovering the Origin of the Multiphase Circumgalactic Medium with a Comparative Analysis of Idealized and Cosmological Simulations,2020,"Fielding, Drummond B.",15,66,2020ApJ...903...32F
Hunting Gravitational Wave Black Holes with Microlensing,2020,"Abrams, Natasha S.",2,10,2020ApJ...905..121A
All the PAHs: An AKARI-Spitzer Cross-archival Spectroscopic Survey of Aromatic Emission in Galaxies,2020,"Lai, Thomas S. -Y.",5,70,2020ApJ...905...55L
Direct Evidence of Two-component Ejecta in Supernova 2016gkg from Nebular Spectroscopy,2020,"Kuncarayakti, Hanindyo",20,9,2020ApJ...902..139K
Chains of Planets in Mean Motion Resonances Arising from Oligarchic Growth,2020,"Morrison, Sarah J.",3,18,2020ApJ...904..157M
Five New Post-main-sequence Debris Disks with Gaseous Emission,2020,"Dennihy, Erik",16,35,2020ApJ...905....5D
Soft X-Ray Observations of Quiescent Solar Active Regions Using the Novel Dual-zone Aperture X-Ray Solar Spectrometer,2020,"Schwab, Bennet D.",6,13,2020ApJ...904...20S
AREPO-MCRT: Monte Carlo Radiation Hydrodynamics on a Moving Mesh,2020,"Smith, Aaron",5,17,2020ApJ...905...27S
ALMA and VLA Observations of EX Lupi in Its Quiescent State,2020,"White, Jacob Aaron",18,6,2020ApJ...904...37W
Spatially Resolved C III] λ1909 Emission in Haro 11,2020,"Micheva, Genoveva",10,6,2020ApJ...903..123M
On the Coronal Temperature in Solar Microflares,2020,"Testa, Paola",2,16,2020ApJ...902...31T
The Photospheric Temperatures of Betelgeuse during the Great Dimming of 2019/2020: No New Dust Required,2020,"Harper, Graham M.",4,44,2020ApJ...905...34H
Magnetic Flux of Active Regions Determining the Eruptive Character of Large Solar Flares,2020,"Li, Ting",6,47,2020ApJ...900..128L
Stratified Global MHD Models of Accretion Disks in Semidetached Binaries,2020,"Pjanka, Patryk",2,11,2020ApJ...904...90P
The Secular Evolution of a Uniform Density Star Cluster Immersed in a Compressible Galactic Tidal Field,2020,"Ivanov, P. B.",2,5,2020ApJ...904..171I
"The Nonstandard Properties of a ""Standard"" PWN: Unveiling the Mysteries of PWN G21.5-0.9 Using Its IR and X-Ray Emission",2020,"Hattori, Soichiro",6,11,2020ApJ...904...32H
As the Worlds Turn: Constraining Spin Evolution in the Planetary-mass Regime,2020,"Bryan, Marta L.",7,35,2020ApJ...905...37B
"Erratum: ""Constraining the Infalling Envelope Models of Embedded Protostars: BHR 71 and Its Hot Corino"" (2020, ApJ, 891, 61)",2020,"Yang, Yao-Lun",10,0,2020ApJ...900...87Y
"An X-Ray Luminosity-dependent ""Changing-look"" Phenomenon in UGC 3223",2020,"Wang, J.",3,29,2020ApJ...901....1W
Detection of 2-4 GHz Continuum Emission from ɛ Eridani,2020,"Suresh, A.",5,9,2020ApJ...904..138S
Swift/BAT and RXTE/ASM Observations of the 35 day X-Ray Cycle of Hercules X-1,2020,"Leahy, Denis",2,13,2020ApJ...902..146L
Gamma-Ray Burst Triangulation with a Near-Earth Network,2020,"Hurley, Kevin C.",1,4,2020ApJ...905...82H
Dying of the Light: An X-Ray Fading Cold Quasar at z ∼ 0.405,2020,"Cooke, Kevin C.",14,7,2020ApJ...903..106C
Compaction of Porous H<SUB>2</SUB>O Ice via Energetic Electrons,2020,"Behr, Patrick R.",4,11,2020ApJ...900..147B
Uncovering the Primary X-Ray Emission and Possible Starburst Component in the Polarized NLS1 Mrk 1239,2020,"Buhariwalla, Margaret Z.",5,9,2020ApJ...901..118B
A Detailed View of the Broad-line Region in NGC 3783 from Velocity-resolved Reverberation Mapping,2021,"Bentz, Misty C.",6,35,2021ApJ...920..112B
Modulational Instability of Fast Sausage Mode as One of the Possible Mechanisms for Quasiperiodic Pulsations during Solar Flares,2021,"Yelagandula, Naga Varun",1,1,2021ApJ...923..131Y
A Survey of Novae in M83,2021,"Shafter, A. W.",17,3,2021ApJ...923..239S
Multiwavelength Observations of Sgr A*. I. 2019 July 18,2021,"Michail, Joseph M.",4,18,2021ApJ...923...54M
Populating the Black Hole Mass Gaps in Stellar Clusters: General Relations and Upper Limits,2021,"Samsing, Johan",2,40,2021ApJ...923..126S
Calibrating the Davis-Chandrasekhar-Fermi Method with Numerical Simulations: Uncertainties in Estimating the Magnetic Field Strength from Statistics of Field Orientations,2021,"Liu, Junhao",6,44,2021ApJ...919...79L
Rotation Curves of Galaxies and Their Dependence on Morphology and Stellar Mass,2021,"Yoon, Yongmin",4,20,2021ApJ...922..249Y
Search for Neutrinos from the Tidal Disruption Events AT2019dsg and AT2019fdr with the ANTARES Telescope,2021,"Albert, A.",144,10,2021ApJ...920...50A
The Mass-Metallicity Relation at z   1-2 and Its Dependence on the Star Formation Rate,2021,"Henry, Alaina",27,34,2021ApJ...919..143H
In Situ Formation of Super-Earth/Sub-Neptune Driven by the Planetary Rotation,2021,"Zhong, Wei",2,3,2021ApJ...922..215Z
Amoeba: Automated Molecular Excitation Bayesian Line-fitting Algorithm,2021,"Hafner, Anita",3,3,2021ApJ...923..261H
Imprints of Gravitational Millilensing on the Light Curve of Gamma-Ray Bursts,2021,"Kalantari, Zeinab",4,23,2021ApJ...922...77K
Solar Wind  0.15-1.5 keV Electrons around Corotating Interaction Regions at 1 au,2021,"Tao, Jiawei",7,5,2021ApJ...922..198T
The Clustering of Orbital Poles Induced by the LMC: Hints for the Origin of Planes of Satellites,2021,"Garavito-Camargo, Nicolás",7,33,2021ApJ...923..140G
Potential Black Hole Seeding of the Spiral Galaxy NGC 4424 via an Infalling Star Cluster,2021,"Graham, Alister W.",5,17,2021ApJ...923..146G
Emission of Magnetar Bursts and Precursors of Neutron Star Mergers,2021,"Beloborodov, Andrei M.",1,42,2021ApJ...921...92B
"The Ultraviolet Deep Imaging Survey of Galaxies in the Bootes Void. I. Catalog, Color-Magnitude Relations, and Star Formation",2021,"Pandey, Divya",3,9,2021ApJ...919..101P
Calibration of Surface Brightness Fluctuations for Dwarf Galaxies in the Hyper Suprime-Cam gi Filter System,2021,"Kim, Yoo Jung",2,10,2021ApJ...923..152K
Confined and Eruptive Catastrophes of Solar Magnetic Flux Ropes Caused by Mass Loading and Unloading,2021,"Zhang, Quanhao",5,6,2021ApJ...921..172Z
Catastrophic Cooling in Superwinds. II. Exploring the Parameter Space,2021,"Danehkar, Ashkbiz",3,27,2021ApJ...921...91D
Discovery of a Protocluster Core Associated with an Enormous Lya Nebula at z = 2.3,2021,"Li, Qiong",13,11,2021ApJ...922..236L
Domains of Magnetic Pressure Balance in Parker Solar Probe Observations of the Solar Wind,2021,"Ruffolo, David",7,4,2021ApJ...923..158R
RELICS: ICL Analysis of the z = 0.566 Merging Cluster WHL J013719.8-08284,2021,"Jiménez-Teja, Yolanda",6,13,2021ApJ...922..268J
A Possible Link between Turbulence and Plasma Heating,2021,"Yordanova, Emiliya",5,15,2021ApJ...921...65Y
Modeling the High-resolution Emission Spectra of Clear and Cloudy Nontransiting Hot Jupiters,2021,"Malsky, Isaac",6,14,2021ApJ...923...62M
Mixed Modes and Asteroseismic Surface Effects. I. Analytic Treatment,2021,"Ong, J. M. Joel",3,15,2021ApJ...920....8O
Spatial Variation in Temperature and Density in the IC 63 PDR from H<SUB>2</SUB> Spectroscopy,2021,"Soam, Archana",5,3,2021ApJ...923..107S
Comparative Study of Electric Currents and Energetic Particle Fluxes in a Solar Flare and Earth Magnetospheric Substorm,2021,"Artemyev, Anton",23,6,2021ApJ...923..151A
A Simulation Study of Ultra-relativistic Jets. II. Structures and Dynamics of FR-II Jets,2021,"Seo, Jeongbhin",3,16,2021ApJ...920..144S
Long and Short Fast Radio Bursts Are Different from Repeating and Nonrepeating Transients,2021,"Li, X. J.",4,15,2021ApJ...923..230L
"Erratum: ""The Baryonic Collapse Efficiency of Galaxy Groups in the RESOLVE and ECO surveys"" (2017, ApJ, 849, 20)",2021,"Eckert, Kathleen D.",9,0,2021ApJ...920..160E
The Nature of Black Hole Shadows,2021,"Bronzwaer, Thomas",2,80,2021ApJ...920..155B
Daily Variations of Plasma Density in the Solar Streamer Belt,2021,"Morgan, Huw",1,7,2021ApJ...922..165M
Spatial and Kinematic Clustering of Stars in the Galactic Disk,2021,"Kamdar, Harshil",4,11,2021ApJ...922...49K
LTD064402+245919: A Subgiant with a 1-3 M <SUB>⊙</SUB> Undetected Companion Identified from LAMOST-TD Data,2021,"Yang, Fan",14,9,2021ApJ...923..226Y
Infrared Excesses Around Bright White Dwarfs from Gaia and unWISE. II,2021,"Lai, Samuel",10,26,2021ApJ...920..156L
A Multiwavelength Study of ELAN Environments (AMUSE<SUP>2</SUP>). Detection of a Dusty Star-forming Galaxy within the Enormous Lyα Nebula at z=2.3 Sheds Light on its Origin,2021,"Chen, Chian-Chou",5,17,2021ApJ...923..200C
Effect of Dust Size on the Near-infrared Spectra (1.0-5.0 μm) of Brown Dwarf Atmospheres,2021,"Sorahana, Satoko",3,1,2021ApJ...919..117S
Broadband Variability Study of Maxi J1631-479 in Its Hard-intermediate State Observed with Insight-HXMT,2021,"Bu, Q. C.",93,22,2021ApJ...919...92B
Simulating the Outcome of a Binary Neutron Star Merger in a Common Envelope Jets Supernova,2021,"Akashi, Muhammad",2,4,2021ApJ...923...55A
Rotating Motion of the Outflow of IRAS 16293-2422 A1 at Its Origin Point Near the Protostar,2021,"Oya, Yoko",7,9,2021ApJ...921...12O
A Novel Framework for Modeling Weakly Lensing Shear Using Kinematics and Imaging at Moderate Redshift,2021,"DiGiorgio, Brian",5,7,2021ApJ...922..116D
Radio Observations of SN2004dk with VLITE Confirm Late-time Rebrightening,2021,"Balasubramanian, A.",5,13,2021ApJ...923...32B
Probing Current Sheet Instabilities from Flare Ribbon Dynamics,2021,"French, Ryan J.",4,13,2021ApJ...922..117F
A Revised Description of the Cosmic Ray Induced Desorption of Interstellar Ices,2021,"Sipilä, Olli",3,23,2021ApJ...922..126S
Multiphase Outflows in High-redshift Quasar Host Galaxies,2021,"Vayner, Andrey",6,27,2021ApJ...923...59V
Signatures of Type III Solar Radio Bursts from Nanoflares: Modeling,2021,"Chhabra, Sherry",3,4,2021ApJ...922..128C
Comprehensive Analysis of a Dense Sample of FRB 121102 Bursts,2021,"Aggarwal, Kshitij",8,42,2021ApJ...922..115A
A Sample of Massive Black Holes in Dwarf Galaxies Detected via [Fe X] Coronal Line Emission: Active Galactic Nuclei and/or Tidal Disruption Events,2021,"Molina, Mallory",5,57,2021ApJ...922..155M
Spectroscopic Confirmation of the Sixth Globular Cluster in the Fornax Dwarf Spheroidal Galaxy,2021,"Pace, Andrew B.",8,22,2021ApJ...923...77P
No Evidence for Galactic Latitude Dependence of the Fast Radio Burst Sky Distribution,2021,"Josephy, A.",27,28,2021ApJ...923....2J
The Nuclear Star Cluster and Nuclear Stellar Disk of the Milky Way: Different Stellar Populations and Star Formation Histories,2021,"Nogueras-Lara, Francisco",3,20,2021ApJ...920...97N
SILVERRUSH. XI. Constraints on the Lyα Luminosity Function and Cosmic Reionization at z = 7.3 with Subaru/Hyper Suprime-Cam,2021,"Goto, Hinako",9,39,2021ApJ...923..229G
The Structural Connection between Coronal Mass Ejection Flux Ropes near the Sun and at 1 au,2021,"Xie, H.",3,11,2021ApJ...922...64X
Say Hello to Algol's New Companion Candidates,2021,"Jetsu, Lauri",1,2,2021ApJ...920..137J
Extensive Lensing Survey of Optical and Near-infrared Dark Objects (El Sonido): HST H-faint Galaxies behind 101 Lensing Clusters,2021,"Sun, Fengwu",25,29,2021ApJ...922..114S
Can Warm Absorbers Be Driven by Ultra-fast Outflows?,2021,"Bu, De-Fu",2,6,2021ApJ...921..100B
The X-Ray Binary Population in the Galactic Center Revealed through Multi-decade Observations,2021,"Mori, Kaya",9,23,2021ApJ...921..148M
Successive Coronal Mass Ejections Associated with Weak Solar Energetic Particle Events,2021,"Zhuang, Bin",4,5,2021ApJ...921....6Z
Localized Acceleration of Energetic Particles by a Weak Shock in the Solar Corona,2021,"Long, David M.",4,12,2021ApJ...921...61L
"HARM3D+NUC: A New Method for Simulating the Post-merger Phase of Binary Neutron Star Mergers with GRMHD, Tabulated EOS, and Neutrino Leakage",2021,"Murguia-Berthier, Ariadna",28,21,2021ApJ...919...95M
Energy Transfer Across the Magnetopause Under Radial IMF Conditions,2021,"Lu, J. Y.",6,15,2021ApJ...920...52L
Reverberation Mapping of Two Luminous Quasars: The Broad-line Region Structure and Black Hole Mass,2021,"Li, Sha-Sha",25,40,2021ApJ...920....9L
Differential Source Count for Gamma-Ray Bursts,2021,"Banerjee, Shreya",3,2,2021ApJ...921...79B
Starburst Energy Feedback Seen through HCO<SUP>+</SUP>/HOC<SUP>+</SUP> Emission in NGC 253 from ALCHEMI,2021,"Harada, Nanase",22,30,2021ApJ...923...24H
Modeling the Hα Emission Surrounding Spica Using the Lyman Continuum from a Gravity-darkened Central Star,2021,"Aufdenberg, Jason P.",2,1,2021ApJ...923...10A
Variations of the Martian Thermospheric Gravity-wave Activity during the Recent Solar Minimum as Observed by MAVEN,2021,"Yiğit, Erdal",3,14,2021ApJ...920...69Y
Probing the Time Variation of a Fine Structure Constant Using Galaxy Clusters and the Quintessence Model,2021,"Liu, Zhi-E.",5,10,2021ApJ...922...19L
Compositional Variation of the Dayside Martian Ionosphere: Inference from Photochemical Equilibrium Computations,2021,"Wu, Xiaoshu",5,18,2021ApJ...923...29W
Dynamical Evolution of an Active-region Filament Driven by Magnetic Reconnection,2021,"Guo, Yilin",4,8,2021ApJ...920...77G
Evolution of Accretor Stars in Massive Binaries: Broader Implications from Modeling ζ Ophiuchi,2021,"Renzo, M.",2,54,2021ApJ...923..277R
An Insight into the Coupling of CME Kinematics in Inner and Outer Corona and the Imprint of Source Regions,2021,"Majumdar, Satabdwa",4,12,2021ApJ...919..115M
A 99 minute Double-lined White Dwarf Binary from SDSS-V,2021,"Chandra, Vedant",15,13,2021ApJ...921..160C
Molecular Line Observations in Two Dusty Star-forming Galaxies at z = 6.9,2021,"Jarugula, Sreevani",21,29,2021ApJ...921...97J
Multiphase Powerful Outflows Detected in High-z Quasars,2021,"Chartas, G.",10,41,2021ApJ...920...24C
The Two-step Forbush Decrease: A Tale of Two Substructures Modulating Galactic Cosmic Rays within Coronal Mass Ejections,2021,"Janvier, Miho",8,15,2021ApJ...922..216J
Proton Beam Abundance Variations and Their Relation to Alpha Particle Properties,2021,"Ďurovcová, Tereza",3,7,2021ApJ...923..170D
Hadron-quark Pasta Phase in Massive Neutron Stars,2021,"Ju, Min",3,20,2021ApJ...923..250J
EvryFlare. IV. Detection of Periodicity in Flare Occurrence from Cool Stars with TESS,2021,"Howard, Ward S.",2,9,2021ApJ...920...42H
A Spectroscopic Analysis of the California-Kepler Survey Sample. II. Correlations of Stellar Metallicities with Planetary Architectures,2021,"Ghezzi, Luan",6,9,2021ApJ...920...19G
Large-scale Structure and Turbulence Transport in the Inner Solar Wind: Comparison of Parker Solar Probe's First Five Orbits with a Global 3D Reynolds-averaged MHD Model,2021,"Chhiber, Rohit",4,28,2021ApJ...923...89C
How Identifying Circumgalactic Gas by Line-of-sight Velocity instead of the Location in 3D Space Affects O VI Measurements,2021,"Ho, Stephanie H.",3,18,2021ApJ...923..137H
First HETDEX Spectroscopic Determinations of Lyα and UV Luminosity Functions at z = 2-3: Bridging a Gap between Faint AGNs and Bright Galaxies,2021,"Zhang, Yechi",24,28,2021ApJ...922..167Z
"Erratum: ""Exact Analytic Solution for a Ballistic Orbiting Wind"" (2017, ApJ, 844, 29)",2021,"Wilkin, Francis P.",2,0,2021ApJ...923..280W
Successive H-atom Addition to Solid OCS on Compact Amorphous Solid Water,2021,"Nguyen, Thanh",5,14,2021ApJ...922..146N
Circumstellar Medium Constraints on the Environment of Two Nearby Type Ia Supernovae: SN 2017cbv and SN 2020nlb,2021,"Sand, D. J.",27,22,2021ApJ...922...21S
M17 MIR: A Massive Protostar with Multiple Accretion Outbursts,2021,"Chen, Zhiwei",6,27,2021ApJ...922...90C
Compton-thick AGN in the NuSTAR Era VI: The Observed Compton-thick Fraction in the Local Universe,2021,"Torres-Albà, N.",14,43,2021ApJ...922..252T
Polarization Study of Gamma-ray Binary Systems,2021,"Xingxing, Hu",2,1,2021ApJ...922..260X
No Detectable Kilonova Counterpart is Expected for O3 Neutron Star-Black Hole Candidates,2021,"Zhu, Jin-Ping",8,49,2021ApJ...921..156Z
Theoretical Study of the Rotational Structure of the c<SUB>4</SUB>'<SUP>1</SUP>Σ<SUB>u</SUB> <SUP>+</SUP> (6)-X<SUP>1</SUP>Σ<SUB>g</SUB> <SUP>+</SUP>(0-9) Absorption Bands of N<SUB>2</SUB>,2021,"Velasco, A. M.",4,0,2021ApJ...922..100V
The H I Column Density Distribution of the Galactic Disk and Halo,2021,"French, David M.",11,12,2021ApJ...923...50F
A Possible Tidal Disruption Event Candidate in the Black Hole Binary System of OJ 287,2021,"Huang, Shifeng",7,16,2021ApJ...920...12H
Long-term Variability of the Composite Galaxy SDSS J103911-000057: A True Type-2 AGN Candidate,2021,"XueGuang, Zhang",6,8,2021ApJ...922..248X
Is There Any Linkage between Interstellar Aldehyde and Alcohol?,2021,"Mondal, Suman Kumar",11,15,2021ApJ...922..194M
Interaction between Multiple Current Sheets and a Shock Wave: 2D Hybrid Kinetic Simulations,2021,"Nakanotani, M.",3,13,2021ApJ...922..219N
"The Young Stellar Population, Distance, and Cloud-Cloud Collision Induced Star Formation Scenario of the Trifid Nebula",2021,"Kalari, Venu M.",1,4,2021ApJ...921...81K
The Mass Budgets and Spatial Scales of Exoplanet Systems and Protoplanetary Disks,2021,"Mulders, Gijs D.",4,61,2021ApJ...920...66M
Point-wise Self-similar Solution for Spiral Shocks in an Accretion Disk with Mass Outflow in a Binary,2021,"Aktar, Ramiz",3,1,2021ApJ...922..120A
Hypercubes of AGN Tori (HYPERCAT). II. Resolving the Torus with Extremely Large Telescopes,2021,"Nikutta, Robert",7,11,2021ApJ...923..127N
Breathing of the Heliosphere,2021,"Sokół, Justyna M.",6,9,2021ApJ...922..250S
Simulating Solar Maximum Conditions Using the Alfvén Wave Solar Atmosphere Model (AWSoM),2021,"Sachdeva, Nishtha",13,24,2021ApJ...923..176S
The Impact of Shocks on the Vertical Structure of Eccentric Disks,2021,"Ryu, Taeho",3,7,2021ApJ...920..130R
"A New ""Non-energetic"" Route to Complex Organic Molecules in Astrophysical Environments: The C + H<SUB>2</SUB>O → H<SUB>2</SUB>CO Solid-state Reaction",2021,"Potapov, Alexey",4,20,2021ApJ...920..111P
Diastereoselective Formation of Trans-HC(O)SH through Hydrogenation of OCS on Interstellar Dust Grains,2021,"Molpeceres, Germán",3,19,2021ApJ...923..159M
Resonant Dynamical Friction in Nuclear Star Clusters: Rapid Alignment of an Intermediate-mass Black Hole with a Stellar Disk,2021,"Szölgyén, Ákos",3,19,2021ApJ...919..140S
The First Detection of CH<SUB>2</SUB>CN in a Protoplanetary Disk,2021,"Canta, Alessandra",4,8,2021ApJ...922...62C
Fallback Accretion Halted by R-process Heating in Neutron Star Mergers and Gamma-Ray Bursts,2021,"Ishizaki, Wataru",4,19,2021ApJ...922..185I
Wide Dust Gaps in Protoplanetary Disks Induced by Eccentric Planets: A Mass-eccentricity Degeneracy,2021,"Chen, Yi-Xian",5,13,2021ApJ...922..184C
"Electromagnetic Proton Beam Instabilities in the Inner Heliosphere: Energy Transfer Rate, Radial Distribution, and Effective Excitation",2021,"Liu, Wen",6,14,2021ApJ...920..158L
"Erratum: ""Pre-explosion Spiral Mass Loss of a Binary Star Merger"" (2017, ApJ, 850, 59)",2021,"Pejcha, Ondřej",4,1,2021ApJ...922..273P
Evidence for Cold Plasma in Planetary Nebulae From Radio Observations With the LOw Frequency ARray (LOFAR),2021,"Hajduk, Marcin",9,4,2021ApJ...919..121H
NGC 147 Corroborates the Break in the Stellar Mass-Stellar Metallicity Relation for Galaxies,2021,"Zhuang, Zhuyun",4,7,2021ApJ...920...63Z
Cosmic Web-halo Connection between Twin Universes,2021,"Chen, Hou-Zun",5,0,2021ApJ...920...89C
The Active Fraction of Massive Black Holes in Dwarf Galaxies,2021,"Pacucci, Fabio",3,32,2021ApJ...920..134P
"The Panchromatic Afterglow of GW170817: The Full Uniform Data Set, Modeling, Comparison with Previous Results, and Implications",2021,"Makhathini, S.",38,80,2021ApJ...922..154M
Detached Shell Carbon Stars: Tracing Thermal Pulses on the Asymptotic Giant Branch,2021,"Kastner, Joel H.",2,7,2021ApJ...922...24K
Two Contact Binaries with Mass Ratios Close to the Minimum Mass Ratio,2021,"Li, Kai",8,46,2021ApJ...922..122L
C<SUP>3</SUP>: Cluster Clustering Cosmology. II. First Detection of the Baryon Acoustic Oscillations Peak in the Three-point Correlation Function of Galaxy Clusters,2021,"Moresco, Michele",5,18,2021ApJ...919..144M
Kilonovae Across the Nuclear Physics Landscape: The Impact of Nuclear Physics Uncertainties on r-process-powered Emission,2021,"Barnes, Jennifer",8,100,2021ApJ...918...44B
Statistical Properties of Electron-scale Magnetic Peaks in the Solar Wind at 1 au,2021,"Wang, G. Q.",6,5,2021ApJ...921..152W
The Eccentric and Accelerating Stellar Binary Black Hole Mergers in Galactic Nuclei: Observing in Ground and Space Gravitational-wave Observatories,2021,"Zhang, Fupeng",4,15,2021ApJ...923..139Z
Architecture of Planetary Systems Predicted from Protoplanetary Disks Observed with ALMA. I. Mass of the Possible Planets Embedded in the Dust Gap,2021,"Wang, Shijie",3,10,2021ApJ...923..165W
The Evolution of Collisionless Magnetic Reconnection from Electron Scales to Ion Scales,2021,"Liu, Dongkuan",7,7,2021ApJ...922...51L
Study of the Inner Structure of the Molecular Torus in IRAS 08572+3915 NW with Velocity Decomposition of CO Rovibrational Absorption Lines,2021,"Onishi, Shusuke",9,10,2021ApJ...921..141O
Multidimensional Radiative Transfer Calculations of Double Detonations of Sub-Chandrasekhar-mass White Dwarfs,2021,"Shen, Ken J.",4,54,2021ApJ...922...68S
Effects of Spin-Orbit Resonances and Tidal Heating on the Inner Edge of the Habitable Zone,2021,"Colose, Christopher M.",7,14,2021ApJ...921...25C
GeV Emission in the Region of the Supernova Remnant G51.26+0.11,2021,"Araya, M.",1,3,2021ApJ...921...69A
A Catalog of Interplanetary Coronal Mass Ejections Observed by Juno between 1 and 5.4 au,2021,"Davies, Emma E.",5,24,2021ApJ...923..136D
Mid-infrared Period-Luminosity Relations for Miras in the Large Magellanic Cloud,2021,"Iwanek, Patryk",3,21,2021ApJ...919...99I
Transport of Charged Particles Propagating in Turbulent Magnetic Fields as a Red-noise Process,2021,"Deligny, Olivier",1,3,2021ApJ...920...87D
Presolar Grain Isotopic Ratios as Constraints to Nuclear and Stellar Parameters of Asymptotic Giant Branch Star Nucleosynthesis,2021,"Palmerini, Sara",11,28,2021ApJ...921....7P
Hot Corino Chemistry in the Class I Binary Source Ser-emb 11,2021,"Martín-Doménech, Rafael",9,19,2021ApJ...923..155M
The MAVERIC Survey: Variable Jet-accretion Coupling in Luminous Accreting Neutron Stars in Galactic Globular Clusters,2021,"Panurach, Teresa",12,13,2021ApJ...923...88P
