Title,Year,First Author,Author Count,Citation Count,Citation Five Years,Bibcode
"Erratum: ""Vertical Structure of a Supernova-driven Turbulent, Magnetized Interstellar Medium"" <A href=""/abs/2012ApJ...750..104H"">(2012, ApJ, 750, 104)</A>",2012,"Hill, Alex S.",7,4,3,2012ApJ...761..189H
"Addendum: ""Storage Ring Cross-section Measurements for Electron Impact Ionization of Fe<SUP>12 +</SUP> Forming Fe<SUP>13 +</SUP> and Fe<SUP>14 +</SUP>"" (2011, ApJ, 735, 105)",2012,"Hahn, M.",10,2,1,2012ApJ...761...79H
Gas Accretion is Dominated by Warm Ionized Gas in Milky Way Mass Galaxies at z ~ 0,2012,"Joung, M. Ryan",5,64,38,2012ApJ...759..137J
The Role of Fast Magnetosonic Waves in the Release and Conversion via Reconnection of Energy Stored by a Current Sheet,2012,"Longcope, D. W.",2,21,17,2012ApJ...756..192L
Anomalous Low States and Long-term Variability in the Black Hole Binary LMC X-3,2012,"Smale, Alan P.",2,18,8,2012ApJ...756..146S
Information on the Milky Way from the 2MASS All Sky Star Count: Bimodal Color Distributions,2012,"Chang, Chan-Kao",4,2,2,2012ApJ...759...94C
SDSS 0956+5128: A Broad-line Quasar with Extreme Velocity Offsets,2012,"Steinhardt, Charles L.",11,28,12,2012ApJ...759...24S
Exploring the Connection between Star Formation and Active Galactic Nucleus Activity in the Local Universe,2012,"LaMassa, Stephanie M.",6,42,30,2012ApJ...758....1L
The Arecibo H II Region Discovery Survey,2012,"Bania, T. M.",3,47,26,2012ApJ...759...96B
On the Diversity and Complexity of Absorption Line Profiles Produced by Outflows in Active Galactic Nuclei,2012,"Giustini, Margherita",2,33,21,2012ApJ...758...70G
Filamentary Star Formation: Observing the Evolution toward Flattened Envelopes,2012,"Lee, Katherine",4,12,7,2012ApJ...761..171L
Thinning of the Sun's Magnetic Layer: The Peculiar Solar Minimum Could Have Been Predicted,2012,"Basu, Sarbani",4,62,37,2012ApJ...758...43B
Density Fluctuations and the Acceleration of Electrons by Beam-generated Langmuir Waves in the Solar Corona,2012,"Ratcliffe, H.",3,22,12,2012ApJ...761..176R
Are Decaying Magnetic Fields Above Active Regions Related to Coronal Mass Ejection Onset?,2012,"Suzuki, J.",3,3,2,2012ApJ...758...22S
The Bright End of the Ultraviolet Luminosity Function at z ~ 8: New Constraints from CANDELS Data in GOODS-South,2012,"Oesch, P. A.",10,133,114,2012ApJ...759..135O
A Search for Point Sources of EeV Neutrons,2012,Pierre Auger Collaboration,510,29,22,2012ApJ...760..148P
The Tidal Disruption of Giant Stars and their Contribution to the Flaring Supermassive Black Hole Population,2012,"MacLeod, Morgan",3,145,65,2012ApJ...757..134M
Spectral Analysis and Interpretation of the γ-Ray Emission from the Starburst Galaxy NGC 253,2012,"Abramowski, A.",195,74,44,2012ApJ...757..158A
Calibration of Equilibrium Tide Theory for Extrasolar Planet Systems. II,2012,"Hansen, Brad M. S.",1,67,26,2012ApJ...757....6H
The 3.3 μm Polycyclic Aromatic Hydrocarbon Emission as a Star Formation Rate Indicator,2012,"Kim, Ji Hoon",16,28,7,2012ApJ...760..120K
INTEGRAL and Swift Observations of the Be X-Ray Binary 4U 1036-56 (RX J1037.5-5647) and its Possible Relation with γ-Ray Transients,2012,"Li, Jian",6,12,5,2012ApJ...761...49L
A Fresh Catch of Massive Binaries in the Cygnus OB2 Association,2012,"Kobulnicky, Henry A.",9,38,20,2012ApJ...756...50K
Analytic Approximate Seismology of Propagating Magnetohydrodynamic Waves in the Solar Corona,2012,"Goossens, M.",4,19,16,2012ApJ...760...98G
Fragmentation and Evolution of Molecular Clouds. III. The Effect of Dust and Gas Energetics,2012,"Martel, Hugo",3,6,4,2012ApJ...757...59M
Revisiting ρ<SUP>1</SUP> Cancri e: A New Mass Determination of the Transiting Super-Earth,2012,"Endl, Michael",9,60,40,2012ApJ...759...19E
Radial Dependence of Peak Proton and Iron Ion Fluxes in Solar Energetic Particle Events: Application of the PATH Code,2012,"Verkhoglyadova, O. P.",4,26,19,2012ApJ...757...75V
Orbital Evolution of Compact White Dwarf Binaries,2012,"Kaplan, David L.",3,50,20,2012ApJ...758...64K
A Radial Velocity Study of Composite-spectra Hot Subdwarf Stars with the Hobby-Eberly Telescope,2012,"Barlow, Brad N.",5,33,20,2012ApJ...758...58B
SNR 0453-68.5: An Asymmetric Remnant and its Plerion in the Large Magellanic Cloud,2012,"McEntaffer, R. L.",3,8,3,2012ApJ...756...17M
A Conditional Luminosity Function Model of the Cosmic Far-infrared Background Anisotropy Power Spectrum,2012,"De Bernardis, Francesco",2,25,18,2012ApJ...760...14D
Confined Population III Enrichment and the Prospects for Prompt Second-generation Star Formation,2012,"Ritter, Jeremy S.",5,111,73,2012ApJ...761...56R
Recovery of the Historical SN1957D in X-Rays with Chandra,2012,"Long, Knox S.",9,29,16,2012ApJ...756...18L
Wide Binary Effects on Asymmetries in Asymptotic Giant Branch Circumstellar Envelopes,2012,"Kim, Hyosun",2,54,21,2012ApJ...759...59K
Abrupt Longitudinal Magnetic Field Changes and Ultraviolet Emissions Accompanying Solar Flares,2012,"Johnstone, B. M.",3,15,9,2012ApJ...760...29J
"New M, L, and T Dwarf Companions to Nearby Stars from the Wide-field Infrared Survey Explorer",2012,"Luhman, Kevin L.",11,42,22,2012ApJ...760..152L
Formation of Metal-poor Globular Clusters in Lyα Emitting Galaxies in the Early Universe,2012,"Elmegreen, Bruce G.",3,57,35,2012ApJ...757....9E
Superluminous Light Curves from Supernovae Exploding in a Dense Wind,2012,"Ginzburg, Sivan",2,138,64,2012ApJ...757..178G
Seismology of a Massive Pulsating Hydrogen Atmosphere White Dwarf,2012,"Kepler, S. O.",17,15,12,2012ApJ...757..177K
"Shocks, Seyferts, and the Supernova Remnant Connection: A Chandra Observation of the Circinus Galaxy",2012,"Mingo, B.",7,38,19,2012ApJ...758...95M
Seismic Evidence for a Rapidly Rotating Core in a Lower-giant-branch Star Observed with Kepler,2012,"Deheuvels, S.",27,344,205,2012ApJ...756...19D
Effects of Compton Cooling on Outflow in a Two-component Accretion Flow around a Black Hole: Results of a Coupled Monte Carlo Total Variation Diminishing Simulation,2012,"Garain, Sudip K.",3,38,21,2012ApJ...758..114G
Measuring the Redshift Dependence of the Cosmic Microwave Background Monopole Temperature with Planck Data,2012,"de Martino, I.",7,22,17,2012ApJ...757..144D
The Diverse Hot Gas Content and Dynamics of Optically Similar Low-mass Elliptical Galaxies,2012,"Bogdán, Ákos",5,16,11,2012ApJ...758...65B
A Gravitational Redshift Determination of the Mean Mass of White Dwarfs: DBA and DB Stars,2012,"Falcon, Ross E.",4,26,15,2012ApJ...757..116F
"Gravitational Instability of Rotating, Pressure-confined, Polytropic Gas Disks with Vertical Stratification",2012,"Kim, Jeong-Gyu",4,12,8,2012ApJ...761..131K
Magnetization of Cloud Cores and Envelopes and Other Observational Consequences of Reconnection Diffusion,2012,"Lazarian, A.",3,97,49,2012ApJ...757..154L
Complete Ionization of the Neutral Gas: Why There are So Few Detections of 21 cm Hydrogen in High-redshift Radio Galaxies and Quasars,2012,"Curran, S. J.",2,36,14,2012ApJ...759..117C
Near-infrared Band Strengths of Molecules Diluted in N<SUB>2</SUB> and H<SUB>2</SUB>O Ice Mixtures Relevant to Interstellar and Planetary Ices,2012,"Richey, C. R.",2,9,6,2012ApJ...759...74R
A Strongly Lensed Massive Ultracompact Quiescent Galaxy at z ~ 2.4 in the COSMOS/UltraVISTA Field,2012,"Muzzin, Adam",17,17,8,2012ApJ...761..142M
Possible Changes of State and Relevant Timescales for a Neutron Star in LS I +61°303,2012,"Papitto, A.",3,31,19,2012ApJ...756..188P
Foretellings of Ragnarök: World-engulfing Asymptotic Giants and the Inheritance of White Dwarfs,2012,"Mustill, Alexander J.",2,194,72,2012ApJ...761..121M
Probing the M_BH-σ<SUB>*</SUB> Relation in the Non-local Universe Using Red QSOs,2012,"Canalizo, Gabriela",6,25,16,2012ApJ...760...38C
A Unified Microscopic-Macroscopic Monte Carlo Simulation of Gas-grain Chemistry in Cold Dense Interstellar Clouds,2012,"Chang, Qiang",2,45,22,2012ApJ...759..147C
Stellar Populations and Radial Migrations in Virgo Disk Galaxies,2012,"Roediger, Joel C.",4,46,28,2012ApJ...758...41R
Thermal Signatures of Tether-cutting Reconnections in Pre-eruption Coronal Flux Ropes: Hot Central Voids in Coronal Cavities,2012,"Fan, Y.",1,32,20,2012ApJ...758...60F
Evidence for a Wide Range of Ultraviolet Obscuration in z ~ 2 Dusty Galaxies from the GOODS-Herschel Survey,2012,"Penner, Kyle",23,42,24,2012ApJ...759...28P
What Do Dark Matter Halo Properties Tell Us about Their Mass Assembly Histories?,2012,"Wong, Anson W. C.",2,37,11,2012ApJ...757..102W
Relationship between Low and High Frequencies in δ Scuti Stars: Photometric Kepler and Spectroscopic Analyses of the Rapid Rotator KIC 8054146,2012,"Breger, M.",12,32,18,2012ApJ...759...62B
The Use of Spatial Filtering with Aperture Masking Interferometry and Adaptive Optics,2012,"Bernat, David",5,3,2,2012ApJ...756....8B
Study of the Three-dimensional Coronal Magnetic Field of Active Region 11117 around the Time of a Confined Flare Using a Data-Driven CESE-MHD Model,2012,"Jiang, Chaowei",4,37,24,2012ApJ...759...85J
Hydrocarbon Materials of Likely Interstellar Origin from the Paris Meteorite,2012,"Merouane, S.",5,21,12,2012ApJ...756..154M
The Response of Giant Stars to Dynamical-timescale Mass Loss,2012,"Passy, Jean-Claude",3,43,24,2012ApJ...760...90P
Can Ground-based Telescopes Detect the Oxygen 1.27 μm Absorption Feature as a Biomarker in Exoplanets?,2012,"Kawahara, Hajime",8,32,17,2012ApJ...758...13K
Observations and Magnetic Field Modeling of a Solar Polar Crown Prominence,2012,"Su, Yingna",2,82,37,2012ApJ...757..168S
Kinematics of the Stellar Halo and the Mass Distribution of the Milky Way Using Blue Horizontal Branch Stars,2012,"Kafle, Prajwal R.",4,158,82,2012ApJ...761...98K
From the Color-Magnitude Diagram of ω Centauri and (Super-)asymptotic Giant Branch Stellar Models to a Galactic Plane Passage Gas Purging Chemical Evolution Scenario,2012,"Herwig, Falk",5,25,16,2012ApJ...757..132H
Beaming Neutrinos and Anti-neutrinos across the Earth to Disentangle Neutrino Mixing Parameters,2012,"Fargion, Daniele",4,12,10,2012ApJ...758....3F
Galaxy-Mass Correlations on 10 Mpc Scales in the Deep Lens Survey,2012,"Choi, A.",7,23,12,2012ApJ...759..101C
Identification of Galactic Bulge Survey X-Ray Sources with Tycho-2 Stars,2012,"Hynes, Robert I.",9,16,12,2012ApJ...761..162H
Acceleration of Type II Spicules in the Solar Chromosphere,2012,"Goodman, Michael L.",1,15,6,2012ApJ...757..188G
Orbital Decay and Evidence of Disk Formation in the X-Ray Binary Pulsar OAO 1657-415,2012,"Jenke, P. A.",4,49,14,2012ApJ...759..124J
Probing the Stellar Halo of the Milky Way with the SEKBO RR Lyrae Survey,2012,"Akhter, Shaila",4,28,14,2012ApJ...756...23A
Numerical Simulations of the Magnetic Rayleigh-Taylor Instability in the Kippenhahn-Schlüter Prominence Model. II. Reconnection-triggered Downflows,2012,"Hillier, Andrew",4,49,27,2012ApJ...756..110H
Variability from Non-axisymmetric Fluctuations Interacting with Standing Shocks in Tilted Black Hole Accretion Disks,2012,"Henisey, Ken B.",3,27,17,2012ApJ...761...18H
Nuclear X-Ray Properties of the Peculiar Radio-loud Hidden AGN 4C+29.30,2012,"Sobolewska, M. A.",7,10,4,2012ApJ...758...90S
"Evidence for a Clumpy, Rotating Gas Disk in a Submillimeter Galaxy at z = 4",2012,"Hodge, J. A.",7,210,96,2012ApJ...760...11H
Photodesorption of Solid CO<SUB>2</SUB> by Lyα,2012,"Bahr, D. A.",2,22,12,2012ApJ...761...36B
Launching and Quenching of Black Hole Relativistic Jets at Low Accretion Rate,2012,"Pu, Hung-Yi",3,7,4,2012ApJ...758..113P
Carnegie Hubble Program: A Mid-infrared Calibration of the Hubble Constant,2012,"Freedman, Wendy L.",8,404,239,2012ApJ...758...24F
WISE/NEOWISE Preliminary Analysis and Highlights of the 67p/Churyumov-Gerasimenko near Nucleus Environs,2012,"Bauer, James M.",18,23,18,2012ApJ...758...18B
Cosmological Post-Newtonian Approximation Compared with Perturbation Theory,2012,"Noh, Hyerim",2,12,9,2012ApJ...757..145N
"Comet C/2011 W3 (Lovejoy): Orbit Determination, Outbursts, Disintegration of Nucleus, Dust-tail Morphology, and Relationship to New Cluster of Bright Sungrazers",2012,"Sekanina, Zdenek",2,62,38,2012ApJ...757..127S
Stellar Archeology in the Galactic Halo with Ultra-faint Dwarfs. VII. Hercules,2012,"Musella, Ilaria",16,56,25,2012ApJ...756..121M
Toward Identifying the Unassociated Gamma-Ray Source 1FGL J1311.7-3429 with X-Ray and Optical Observations,2012,"Kataoka, J.",12,26,21,2012ApJ...757..176K
Photospheric Radius Expansion in Superburst Precursors from Neutron Stars,2012,"Keek, L.",1,11,6,2012ApJ...756..130K
The WIRED Survey. III. An Infrared Excess around the Eclipsing Post-common Envelope Binary SDSS J030308.35+005443.7,2012,"Debes, John H.",6,12,6,2012ApJ...759...37D
A Population of Non-recycled Pulsars Originating in Globular Clusters,2012,"Lynch, Ryan S.",4,4,1,2012ApJ...756...78L
"The Properties of the Star-forming Interstellar Medium at z = 0.8-2.2 from HiZELS: Star Formation and Clump Scaling Laws in Gas-rich, Turbulent Disks",2012,"Swinbank, A. M.",6,135,67,2012ApJ...760..130S
The Source of 3 Minute Magnetoacoustic Oscillations in Coronal Fans,2012,"Jess, D. B.",7,85,29,2012ApJ...757..160J
Hubble Space Telescope Narrowband Search for Extended Lyα Emission around Two z &gt; 6 Quasars,2012,"Decarli, Roberto",11,31,11,2012ApJ...756..150D
On the Injection of Helicity by the Shearing Motion of Fluxes in Relation to Flares and Coronal Mass Ejections,2012,"Vemareddy, P.",4,52,30,2012ApJ...761...86V
Subaru Spectroscopy of the Globular Clusters in the Virgo Giant Elliptical Galaxy M86,2012,"Park, Hong Soo",3,13,9,2012ApJ...757..184P
A Multi-wavelength Study of Low-redshift Clusters of Galaxies. II. Environmental Impact on Galaxy Growth,2012,"Atlee, David W.",2,6,5,2012ApJ...761..114A
The Star Formation in Radio Survey: GBT 33 GHz Observations of Nearby Galaxy Nuclei and Extranuclear Star-forming Regions,2012,"Murphy, E. J.",10,108,37,2012ApJ...761...97M
Accurate Time-dependent Wave Packet Study of the H<SUP>+</SUP>+LiH Reaction at Early Universe Conditions,2012,"Aslan, E.",6,19,6,2012ApJ...759...31A
Broadband Spectral Investigations of SGR J1550-5418 Bursts,2012,"Lin, Lin",12,46,22,2012ApJ...756...54L
The Naked Emergence of Solar Active Regions Observed with SDO/HMI,2012,"Centeno, Rebecca",1,27,12,2012ApJ...759...72C
Spitzer and Herschel Multiwavelength Characterization of the Dust Content of Evolved H II Regions,2012,"Paladini, R.",11,55,33,2012ApJ...760..149P
"The Impact of Interactions, Bars, Bulges, and Active Galactic Nuclei on Star Formation Efficiency in Local Massive Galaxies",2012,"Saintonge, Amélie",13,229,107,2012ApJ...758...73S
SN 2002bu—Another SN 2008S-like Transient,2012,"Szczygieł, D. M.",3,15,6,2012ApJ...760...20S
Mass Measurements of Black Holes in X-Ray Transients: Is There a Mass Gap?,2012,"Kreidberg, Laura",4,263,116,2012ApJ...757...36K
Nonparametric Bayesian Estimation of Periodic Light Curves,2012,"Wang, Yuyang",3,21,8,2012ApJ...756...67W
Possible Detection of Apparent Superluminal Inward Motion in Markarian 421 after the Giant X-Ray Flare in 2010 February,2012,"Niinuma, K.",10,13,9,2012ApJ...759...84N
The Evolution of Protoplanetary Disks in the Arches Cluster,2012,"Olczak, C.",5,36,18,2012ApJ...756..123O
Fractional Amplitude of Kilohertz Quasi-periodic Oscillation from 4U 1728-34: Evidence of Decline at Higher Energies,2012,"Mukherjee, Arunava",2,15,6,2012ApJ...756...55M
Further Evidence that Quasar X-Ray Emitting Regions are Compact: X-Ray and Optical Microlensing in the Lensed Quasar Q J0158-4325,2012,"Morgan, Christopher W.",12,107,54,2012ApJ...756...52M
Revising the Halofit Model for the Nonlinear Matter Power Spectrum,2012,"Takahashi, Ryuichi",5,1067,253,2012ApJ...761..152T
Testing Models of Magnetic Field Evolution of Neutron Stars with the Statistical Properties of their Spin Evolutions,2012,"Zhang, Shuang-Nan",2,20,12,2012ApJ...757..153Z
Broadband Study of GRB 091127: A Sub-energetic Burst at Higher Redshift?,2012,"Troja, E.",24,33,20,2012ApJ...761...50T
Observable Consequences of Merger-driven Gaps and Holes in Black Hole Accretion Disks,2012,"Gültekin, Kayhan",2,52,21,2012ApJ...761...90G
"Gas Surface Density, Star Formation Rate Surface Density, and the Maximum Mass of Young Star Clusters in a Disk Galaxy. I. The Flocculent Galaxy M 33",2012,"González-Lópezlira, Rosa A.",3,13,4,2012ApJ...761..124G
The Optically Unbiased Gamma-Ray Burst Host (TOUGH) Survey. I. Survey Design and Catalogs,2012,"Hjorth, Jens",14,177,114,2012ApJ...756..187H
"VERITAS Observations of Six Bright, Hard-spectrum Fermi-LAT Blazars",2012,"Aliu, E.",88,9,4,2012ApJ...759..102A
Nonresonant Interaction of Charged Energetic Particles with Low-frequency Noncompressive Turbulence: Numerical Simulation,2012,"Ragot, B. R.",1,8,5,2012ApJ...758...89R
A Derivation of (Half) the Dark Matter Distribution Function,2012,"Hansen, Steen H.",2,7,4,2012ApJ...756..100H
A Fully Identified Sample of AEGIS20 Microjansky Radio Sources,2012,"Willner, S. P.",9,10,6,2012ApJ...756...72W
A HST/WFC3-IR Morphological Survey of Galaxies at z = 1.5-3.6. II. The Relation between Morphology and Gas-phase Kinematics,2012,"Law, David R.",6,91,53,2012ApJ...759...29L
Bispectrum of the Sunyaev-Zel'dovich Effect,2012,"Bhattacharya, Suman",5,44,23,2012ApJ...760....5B
Discovery of X-Ray Emission from and Distance to the Supernova Remnant G84.2-0.8,2012,"Leahy, Denis A.",2,10,3,2012ApJ...760...25L
Detection of Iron Kα Emission from a Complete Sample of Submillimeter Galaxies,2012,"Lindner, Robert R.",5,9,6,2012ApJ...757....3L
A Determination of the Intergalactic Redshift-dependent Ultraviolet-Optical-NIR Photon Density Using Deep Galaxy Survey Data and the Gamma-Ray Opacity of the Universe,2012,"Stecker, Floyd W.",3,44,32,2012ApJ...761..128S
Host Galaxy Properties of the Subluminous GRB 120422A/SN 2012bz,2012,"Levesque, Emily M.",5,9,8,2012ApJ...758...92L
Exploring the Nature of the Galactic Center γ-Ray Source with the Cherenkov Telescope Array,2012,"Linden, Tim",2,19,19,2012ApJ...760...23L
On the Local Dark Matter Density,2012,"Bovy, Jo",2,346,172,2012ApJ...756...89B
"A Detailed Morpho-kinematic Model of the Eskimo, NGC 2392: A Unifying View with the Cat's Eye and Saturn Planetary Nebulae",2012,"García-Díaz, Ma. T.",4,37,17,2012ApJ...761..172G
"Discovery of ""Warm Dust"" Galaxies in Clusters at z ~ 0.3: Evidence for Stripping of Cool Dust in the Dense Environment?",2012,"Rawle, T. D.",18,23,15,2012ApJ...756..106R
A Method for Data-driven Simulations of Evolving Solar Active Regions,2012,"Cheung, Mark C. M.",2,139,43,2012ApJ...757..147C
A 40 Myr Old Gaseous Circumstellar Disk at 49 Ceti: Massive CO-rich Comet Clouds at Young A-type Stars,2012,"Zuckerman, B.",2,132,62,2012ApJ...758...77Z
The Cosmic Evolution of Massive Black Holes and Galaxy Spheroids: Global Constraints at Redshift z &lt;~ 1.2,2012,"Zhang, Xiaoxia",3,32,23,2012ApJ...761....5Z
Constraining Mass Ratio and Extinction in the FU Orionis Binary System with Infrared Integral Field Spectroscopy,2012,"Pueyo, Laurent",18,20,9,2012ApJ...757...57P
Measurements of Stellar Inclinations for Kepler Planet Candidates,2012,"Hirano, Teruyuki",7,75,59,2012ApJ...756...66H
Analysis of the CN and CH Molecular Band Strengths in Stars of the Open Cluster NGC 6791,2012,"Carrera, R.",1,10,6,2012ApJ...758..110C
Hydrogen Fluoride in High-mass Star-forming Regions,2012,"Emprechtinger, M.",8,34,21,2012ApJ...756..136E
Ionized Gas in the First 10 kpc of the Interstellar Galactic Halo: Metal Ion Fractions,2012,"Howk, J. Christopher",2,13,9,2012ApJ...759...97H
The Structure of Pre-transitional Protoplanetary Disks. I. Radiative Transfer Modeling of the Disk+Cavity in the PDS 70 System,2012,"Dong, Ruobing",52,71,32,2012ApJ...760..111D
Magnetic Fields from QCD Phase Transitions,2012,"Tevzadze, Alexander G.",4,73,27,2012ApJ...759...54T
What Governs the Bulk Velocity of the Jet Components in Active Galactic Nuclei?,2012,"Chai, Bo",3,47,20,2012ApJ...759..114C
Intrinsic Shape of Star-forming BzK Galaxies. II. Rest-frame Ultraviolet and Optical Structures in GOODS-South and SXDS,2012,"Yuma, Suraphong",3,22,13,2012ApJ...761...19Y
Broad Absorption Line Disappearance on Multi-year Timescales in a Large Quasar Sample,2012,"Filiz Ak, N.",19,120,63,2012ApJ...757..114F
The Herschel Exploitation of Local Galaxy Andromeda (HELGA). II. Dust and Gas in Andromeda,2012,"Smith, M. W. L.",30,152,83,2012ApJ...756...40S
First Science with SAMI: A Serendipitously Discovered Galactic Wind in ESO 185-G031,2012,"Fogarty, Lisa M. R.",30,45,33,2012ApJ...761..169F
Rotational and Cyclical Variability in γ Cassiopeiae. II. Fifteen Seasons,2012,"Henry, Gregory W.",2,25,12,2012ApJ...760...10H
An Attempt at a Unified Model for the Gamma-Ray Emission of Supernova Remnants,2012,"Yuan, Qiang",3,48,19,2012ApJ...761..133Y
Nonrelativistic Parallel Shocks in Unmagnetized and Weakly Magnetized Plasmas,2012,"Niemiec, Jacek",4,34,22,2012ApJ...759...73N
The Stellar Initial Mass Function in Early-type Galaxies From Absorption Line Spectroscopy. II. Results,2012,"Conroy, Charlie",2,481,247,2012ApJ...760...71C
The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5 &lt;= z &lt; 0.8 in the DEEP2/AEGIS Survey,2012,"Cheung, Edmond",28,229,92,2012ApJ...760..131C
Multi-wavelength Observations of the Enduring Type IIn Supernovae 2005ip and 2006jd,2012,"Stritzinger, Maximilian",22,164,58,2012ApJ...756..173S
Multipolar Planetary Nebulae: Not as Geometrically Diversified as Thought,2012,"Chong, S. -N.",5,21,9,2012ApJ...760..115C
From Prestellar to Protostellar Cores. II. Time Dependence and Deuterium Fractionation,2012,"Aikawa, Y.",5,136,70,2012ApJ...760...40A
Measurement of the Mass and Stellar Population Distribution in M82 with the LBT,2012,"Greco, Johnny P.",3,52,16,2012ApJ...757...24G
"Re-evaluating WASP-12b: Strong Emission at 2.315 μm, Deeper Occultations, and an Isothermal Atmosphere",2012,"Crossfield, Ian J. M.",5,98,62,2012ApJ...760..140C
The Carnegie Hubble Program: The Leavitt Law at 3.6 and 4.5 μm in the Milky Way,2012,"Monson, Andrew J.",7,87,47,2012ApJ...759..146M
"Self-consistent Model of the Interstellar Pickup Protons, Alfvénic Turbulence, and Core Solar Wind in the Outer Heliosphere",2012,"Gamayunov, Konstantin V.",5,24,15,2012ApJ...757...74G
Characterizing the Optical Variability of Bright Blazars: Variability-based Selection of Fermi Active Galactic Nuclei,2012,"Ruan, John J.",11,53,28,2012ApJ...760...51R
Determination of Prominence Plasma β from the Dynamics of Rising Plumes,2012,"Hillier, Andrew",3,25,13,2012ApJ...761..106H
Gas and Dust Absorption in the DoAr 24E System,2012,"Kruger, Andrew J.",7,2,1,2012ApJ...760...88K
Cosmic Microwave Background Constraints on the Duration and Timing of Reionization from the South Pole Telescope,2012,"Zahn, O.",51,149,105,2012ApJ...756...65Z
On the Role of the Accretion Disk in Black Hole Disk-Jet Connections,2012,"Miller, J. M.",8,52,35,2012ApJ...757...11M
Can Dust Emission be Used to Estimate the Mass of the Interstellar Medium in Galaxies—A Pilot Project with the Herschel Reference Survey,2012,"Eales, Stephen",26,106,33,2012ApJ...761..168E
Evolution of Post-impact Companion Stars in SN Ia Remnants within the Single-degenerate Scenario,2012,"Pan, Kuo-Chuan",3,48,21,2012ApJ...760...21P
H II Region Variability and Pre-main-sequence Evolution,2012,"Klassen, Mikhail",3,18,14,2012ApJ...758..137K
Angular Momentum Transport and Variability in Boundary Layers of Accretion Disks Driven by Global Acoustic Modes,2012,"Belyaev, Mikhail A.",3,23,11,2012ApJ...760...22B
The Type IIb Supernova 2011dh from a Supergiant Progenitor,2012,"Bersten, Melina C.",13,217,108,2012ApJ...757...31B
The Submillimeter and Millimeter Excess of the Small Magellanic Cloud: Magnetic Dipole Emission from Magnetic Nanoparticles?,2012,"Draine, B. T.",2,79,45,2012ApJ...757..103D
Unmasking the Supernova Impostors,2012,"Kochanek, C. S.",3,70,43,2012ApJ...758..142K
CO<SUB>2</SUB> Ice Toward Low-luminosity Embedded Protostars: Evidence for Episodic Mass Accretion via Chemical History,2012,"Kim, Hyo Jeong",5,55,28,2012ApJ...758...38K
Are Molecular Outflows around High-mass Stars Driven by Ionization Feedback?,2012,"Peters, Thomas",5,20,16,2012ApJ...760...91P
X-Ray Binaries and Star Clusters in the Antennae: Optical Cluster Counterparts,2012,"Rangelov, Blagoy",4,20,7,2012ApJ...758...99R
The Dual Origin of the Nitrogen Deficiency in Comets: Selective Volatile Trapping in the Nebula and Postaccretion Radiogenic Heating,2012,"Mousis, Olivier",7,34,16,2012ApJ...757..146M
Growth of a Localized Seed Magnetic Field in a Turbulent Medium,2012,"Cho, Jungyeon",2,11,10,2012ApJ...759...91C
Interdependence of Electric Discharge and Magnetorotational Instability in Protoplanetary Disks,2012,"Muranushi, Takayuki",3,16,12,2012ApJ...760...56M
"Asteroseismology of the Open Clusters NGC 6791, NGC 6811, and NGC 6819 from 19 Months of Kepler Photometry",2012,"Corsaro, Enrico",22,152,99,2012ApJ...757..190C
Maser Observations of Westerlund 1 and Comprehensive Considerations on Maser Properties of Red Supergiants Associated with Massive Clusters,2012,"Fok, Thomas K. T.",5,12,5,2012ApJ...760...65F
LHS 2803B: A Very Wide Mid-T Dwarf Companion to an Old M Dwarf Identified from Pan-STARRS1,2012,"Deacon, Niall R.",15,35,18,2012ApJ...757..100D
Streaming Cold Cosmic-Ray Back-reaction and Thermal Instabilities along the Background Magnetic Field,2012,"Nekrasov, Anatoly K.",2,3,3,2012ApJ...756...77N
A New Type of Ambiguity in the Planet and Binary Interpretations of Central Perturbations of High-magnification Gravitational Microlensing Events,2012,"Choi, J. -Y.",126,26,11,2012ApJ...756...48C
Magnetic Energy and Helicity Budgets in the Active-region Solar Corona. II. Nonlinear Force-free Approximation,2012,"Georgoulis, Manolis K.",3,52,28,2012ApJ...759....1G
Spitzer Observations of Young Red Quasars,2012,"Urrutia, Tanya",6,78,33,2012ApJ...757..125U
Formation of Turbulent and Magnetized Molecular Clouds via Accretion Flows of H I Clouds,2012,"Inoue, Tsuyoshi",2,155,71,2012ApJ...759...35I
Direct Observation of the Turbulent emf and Transport of Magnetic Field in a Liquid Sodium Experiment,2012,"Rahbarnia, Kian",13,18,11,2012ApJ...759...80R
Milky Way Supermassive Black Hole: Dynamical Feeding from the Circumnuclear Environment,2012,"Liu, Hauyu Baobab",7,43,29,2012ApJ...756..195L
The X-Ray Transient 2XMMi J003833.3+402133: A Candidate Magnetar at High Galactic Latitude,2012,"Callingham, J. R.",5,2,1,2012ApJ...757..169C
On the Amplitude of Convective Velocities in the Deep Solar Interior,2012,"Miesch, Mark S.",4,66,44,2012ApJ...757..128M
Magnetic Energy and Helicity in Two Emerging Active Regions in the Sun,2012,"Liu, Y.",2,123,54,2012ApJ...761..105L
Neglected Clouds in T and Y Dwarf Atmospheres,2012,"Morley, Caroline V.",6,385,142,2012ApJ...756..172M
The γ-Ray Spectrum of Geminga and the Inverse Compton Model of Pulsar High-energy Emission,2012,"Lyutikov, Maxim",1,15,13,2012ApJ...757...88L
